srcStateName,srcYear,Type of production of crops,Crop type,Crop Production,Area,Estimate of yield,YearCode,Year
Goa,2014-15,Foodgrains,Coarse Cereals,,,500,2014,"Financial Year (Apr - Mar), 2014"
Uttar Pradesh,2015-16,Non Foodgrains,Raw Jute & Mesta,,,,2015,"Financial Year (Apr - Mar), 2015"
Maharashtra,2019-20,Non Foodgrains,Cotton (Lintt),6639,4491,251,2019,"Financial Year (Apr - Mar), 2019"
Madhya Pradesh,2019-20,Foodgrains,Wheat,19607.1,6551,2046,2019,"Financial Year (Apr - Mar), 2019"
Bihar,2016-17,Non Foodgrains,Oilseeds,125.9,108.9,1155,2016,"Financial Year (Apr - Mar), 2016"
Uttarakhand,2012-13,Foodgrains,Pulses,51.3,61,841,2012,"Financial Year (Apr - Mar), 2012"
Punjab,2015-16,Foodgrains,Rice,11823,2975,3974,2015,"Financial Year (Apr - Mar), 2015"
Nagaland,2018-19,Non Foodgrains,Sugarcane,193.2,4.4,43509,2018,"Financial Year (Apr - Mar), 2018"
Bihar,2014-15,Non Foodgrains,Raw Jute & Mesta,1637.1,111.2,2651,2014,"Financial Year (Apr - Mar), 2014"
Telangana,2016-17,Non Foodgrains,Sugarcane,2061,29,71069,2016,"Financial Year (Apr - Mar), 2016"
Madhya Pradesh,2019-20,Vegetables,Vegetables,19144.4,967.2,,2019,"Financial Year (Apr - Mar), 2019"
Assam,2019-20,Foodgrains,Pulses,106.1,144,737,2019,"Financial Year (Apr - Mar), 2019"
Haryana,2019-20,Non Foodgrains,Oilseeds,1175.2,659,1783,2019,"Financial Year (Apr - Mar), 2019"
Himachal Pradesh,2019-20,Foodgrains,Rice,143.8,72.6,1980,2019,"Financial Year (Apr - Mar), 2019"
Kerala,2014-15,Foodgrains,Wheat,,,979,2014,"Financial Year (Apr - Mar), 2014"
Nagaland,2018-19,Non Foodgrains,Raw Jute & Mesta,44.5,5,1597,2018,"Financial Year (Apr - Mar), 2018"
Chhattisgarh,2016-17,Foodgrains,Pulses,758.7,883.8,858,2016,"Financial Year (Apr - Mar), 2016"
Tamil Nadu,2019-20,Fruits,Fruits,5698,306.2,,2019,"Financial Year (Apr - Mar), 2019"
Jharkhand,2014-15,Non Foodgrains,Sugarcane,469.8,6.8,69500,2014,"Financial Year (Apr - Mar), 2014"
Assam,2019-20,Foodgrains,Rice,4984.6,2290.5,2176,2019,"Financial Year (Apr - Mar), 2019"
Maharashtra,2011-12,Foodgrains,Wheat,1313,843,1558,2011,"Financial Year (Apr - Mar), 2011"
Telangana,2014-15,Non Foodgrains,Oilseeds,630,496,1270,2014,"Financial Year (Apr - Mar), 2014"
Madhya Pradesh,2011-12,Non Foodgrains,Cotton (Lintt),2000,706,482,2011,"Financial Year (Apr - Mar), 2011"
Tamil Nadu,2013-14,Foodgrains,Wheat,,,,2013,"Financial Year (Apr - Mar), 2013"
Telangana,2016-17,Foodgrains,Coarse Cereals,2768.2,911,3039,2016,"Financial Year (Apr - Mar), 2016"
Kerala,2014-15,Vegetables,Vegetables,1645.1,142.3,,2014,"Financial Year (Apr - Mar), 2014"
Sikkim,2018-19,Foodgrains,Coarse Cereals,69.8,40.7,1716,2018,"Financial Year (Apr - Mar), 2018"
Andhra Pradesh,2017-18,Foodgrains,Coarse Cereals,2776.1,580,4786,2017,"Financial Year (Apr - Mar), 2017"
Manipur,2011-12,Non Foodgrains,Oilseeds,28.3,35.9,788,2011,"Financial Year (Apr - Mar), 2011"
Bihar,2017-18,Foodgrains,Wheat,6104.3,2101.3,2905,2017,"Financial Year (Apr - Mar), 2017"
Chhattisgarh,2018-19,Vegetables,Vegetables,6910.3,498.9,,2018,"Financial Year (Apr - Mar), 2018"
Haryana,2013-14,Non Foodgrains,Cotton (Lintt),2302,536,730,2013,"Financial Year (Apr - Mar), 2013"
Mizoram,2014-15,Fruits,Fruits,350.9,60.3,,2014,"Financial Year (Apr - Mar), 2014"
Mizoram,2019-20,Fruits,Fruits,347,62.9,,2019,"Financial Year (Apr - Mar), 2019"
Nagaland,2012-13,Foodgrains,Pulses,43.6,39.8,1096,2012,"Financial Year (Apr - Mar), 2012"
Rajasthan,2017-18,Foodgrains,Pulses,3405.4,5329.7,639,2017,"Financial Year (Apr - Mar), 2017"
Assam,2018-19,Non Foodgrains,Cotton (Lintt),,,,2018,"Financial Year (Apr - Mar), 2018"
Bihar,2018-19,Non Foodgrains,Oilseeds,125,100.2,1248,2018,"Financial Year (Apr - Mar), 2018"
Meghalaya,2011-12,Non Foodgrains,Oilseeds,7.6,9.9,766,2011,"Financial Year (Apr - Mar), 2011"
Jammu and Kashmir,2014-15,Vegetables,Vegetables,1395.5,63.1,,2014,"Financial Year (Apr - Mar), 2014"
Uttarakhand,2011-12,Fruits,Fruits,802.1,200.7,,2011,"Financial Year (Apr - Mar), 2011"
Gujarat,2011-12,Foodgrains,Coarse Cereals,2232.3,1592,1402,2011,"Financial Year (Apr - Mar), 2011"
Arunachal Pradesh,2017-18,Non Foodgrains,Sugarcane,38.4,1.8,21406,2017,"Financial Year (Apr - Mar), 2017"
Chhattisgarh,2013-14,Non Foodgrains,Oilseeds,185.4,289.6,640,2013,"Financial Year (Apr - Mar), 2013"
Tamil Nadu,2011-12,Foodgrains,Wheat,,,,2011,"Financial Year (Apr - Mar), 2011"
Odisha,2018-19,Foodgrains,Rice,7733.7,3859.4,2004,2018,"Financial Year (Apr - Mar), 2018"
Himachal Pradesh,2014-15,Foodgrains,Pulses,38.3,31.1,1232,2014,"Financial Year (Apr - Mar), 2014"
Nagaland,2011-12,Non Foodgrains,Cotton (Lintt),,,,2011,"Financial Year (Apr - Mar), 2011"
Odisha,2016-17,Fruits,Fruits,2432.3,341,,2016,"Financial Year (Apr - Mar), 2016"
Jharkhand,2012-13,Foodgrains,Wheat,319.5,164.3,4452,2012,"Financial Year (Apr - Mar), 2012"
Meghalaya,2016-17,Foodgrains,Rice,203,111.2,1826,2016,"Financial Year (Apr - Mar), 2016"
Uttar Pradesh,2013-14,Non Foodgrains,Cotton (Lintt),,,,2013,"Financial Year (Apr - Mar), 2013"
Haryana,2012-13,Foodgrains,Wheat,11117,2497,,2012,"Financial Year (Apr - Mar), 2012"
Arunachal Pradesh,2012-13,Foodgrains,Pulses,10.6,9.5,1122,2012,"Financial Year (Apr - Mar), 2012"
Uttar Pradesh,2018-19,Non Foodgrains,Cotton (Lintt),,,,2018,"Financial Year (Apr - Mar), 2018"
Manipur,2016-17,Non Foodgrains,Sugarcane,348,6,58000,2016,"Financial Year (Apr - Mar), 2016"
Uttar Pradesh,2011-12,Fruits,Fruits,5795.1,337,,2011,"Financial Year (Apr - Mar), 2011"
Odisha,2016-17,Non Foodgrains,Raw Jute & Mesta,32.8,7.1,826,2016,"Financial Year (Apr - Mar), 2016"
Kerala,2011-12,Non Foodgrains,Cotton (Lintt),,,,2011,"Financial Year (Apr - Mar), 2011"
Himachal Pradesh,2017-18,Non Foodgrains,Cotton (Lintt),,,,2017,"Financial Year (Apr - Mar), 2017"
Maharashtra,2012-13,Vegetables,Vegetables,8008,474,,2012,"Financial Year (Apr - Mar), 2012"
Bihar,2013-14,Foodgrains,Rice,5505.8,3130.8,1759,2013,"Financial Year (Apr - Mar), 2013"
Andhra Pradesh,2019-20,Foodgrains,Pulses,1166.7,1252,932,2019,"Financial Year (Apr - Mar), 2019"
Gujarat,2014-15,Non Foodgrains,Oilseeds,4886.9,2545.6,1920,2014,"Financial Year (Apr - Mar), 2014"
Andhra Pradesh,2015-16,Non Foodgrains,Cotton (Lintt),1888,666,482,2015,"Financial Year (Apr - Mar), 2015"
Karnataka,2013-14,Fruits,Fruits,6652.4,396,,2013,"Financial Year (Apr - Mar), 2013"
Uttarakhand,2016-17,Foodgrains,Wheat,882,341,2587,2016,"Financial Year (Apr - Mar), 2016"
Arunachal Pradesh,2012-13,Non Foodgrains,Sugarcane,30.2,1.5,19707,2012,"Financial Year (Apr - Mar), 2012"
Tripura,2018-19,Foodgrains,Wheat,0.3,0.2,2115,2018,"Financial Year (Apr - Mar), 2018"
Tamil Nadu,2019-20,Vegetables,Vegetables,7870.4,337.5,,2019,"Financial Year (Apr - Mar), 2019"
West Bengal,2014-15,Non Foodgrains,Raw Jute & Mesta,8453.7,576.1,2641,2014,"Financial Year (Apr - Mar), 2014"
Himachal Pradesh,2012-13,Non Foodgrains,Oilseeds,6.9,13.5,514,2012,"Financial Year (Apr - Mar), 2012"
Punjab,2011-12,Non Foodgrains,Oilseeds,68,50,1360,2011,"Financial Year (Apr - Mar), 2011"
West Bengal,2016-17,Foodgrains,Rice,15302.5,5496.5,2784,2016,"Financial Year (Apr - Mar), 2016"
Bihar,2014-15,Non Foodgrains,Sugarcane,14034.1,254.3,55179,2014,"Financial Year (Apr - Mar), 2014"
West Bengal,2019-20,Foodgrains,Wheat,509.9,188.3,2708,2019,"Financial Year (Apr - Mar), 2019"
Goa,2018-19,Foodgrains,Wheat,,,3020,2018,"Financial Year (Apr - Mar), 2018"
Bihar,2011-12,Vegetables,Vegetables,15552.4,857,,2011,"Financial Year (Apr - Mar), 2011"
Odisha,2013-14,Non Foodgrains,Oilseeds,168.8,223.4,755,2013,"Financial Year (Apr - Mar), 2013"
Kerala,2014-15,Non Foodgrains,Sugarcane,148.5,1.5,97717,2014,"Financial Year (Apr - Mar), 2014"
Gujarat,2019-20,Foodgrains,Wheat,3326.8,1018,,2019,"Financial Year (Apr - Mar), 2019"
Karnataka,2018-19,Vegetables,Vegetables,7044.9,430.9,,2018,"Financial Year (Apr - Mar), 2018"
Bihar,2015-16,Vegetables,Vegetables,14400.1,837.5,,2015,"Financial Year (Apr - Mar), 2015"
Uttar Pradesh,2019-20,Fruits,Fruits,10852,486.7,,2019,"Financial Year (Apr - Mar), 2019"
Karnataka,2017-18,Foodgrains,Coarse Cereals,6592.6,3438,1918,2017,"Financial Year (Apr - Mar), 2017"
Punjab,2019-20,Foodgrains,Wheat,17615.6,3521,5003,2019,"Financial Year (Apr - Mar), 2019"
Arunachal Pradesh,2019-20,Foodgrains,Wheat,6.7,3.4,1970,2019,"Financial Year (Apr - Mar), 2019"
West Bengal,2015-16,Foodgrains,Pulses,334,345.3,967,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,2017-18,Foodgrains,Coarse Cereals,3518.4,885,3976,2017,"Financial Year (Apr - Mar), 2017"
Karnataka,2011-12,Non Foodgrains,Raw Jute & Mesta,1,1,180,2011,"Financial Year (Apr - Mar), 2011"
Madhya Pradesh,2014-15,Foodgrains,Rice,3625.3,2153,1684,2014,"Financial Year (Apr - Mar), 2014"
Punjab,2011-12,Foodgrains,Rice,10542,2818,3741,2011,"Financial Year (Apr - Mar), 2011"
Nagaland,2015-16,Foodgrains,Coarse Cereals,148,79.5,1862,2015,"Financial Year (Apr - Mar), 2015"
Odisha,2012-13,Non Foodgrains,Sugarcane,952.4,14.5,65545,2012,"Financial Year (Apr - Mar), 2012"
Manipur,2012-13,Non Foodgrains,Sugarcane,311.7,5.5,56671,2012,"Financial Year (Apr - Mar), 2012"
Tripura,2016-17,Non Foodgrains,Raw Jute & Mesta,10.3,1.2,1585,2016,"Financial Year (Apr - Mar), 2016"
Odisha,2012-13,Fruits,Fruits,2210.4,329.4,,2012,"Financial Year (Apr - Mar), 2012"
Meghalaya,2019-20,Foodgrains,Rice,303.4,111,2734,2019,"Financial Year (Apr - Mar), 2019"
Gujarat,2017-18,Foodgrains,Pulses,922.6,908,1016,2017,"Financial Year (Apr - Mar), 2017"
Gujarat,2017-18,Fruits,Fruits,8996,422.4,,2017,"Financial Year (Apr - Mar), 2017"
Punjab,2013-14,Vegetables,Vegetables,3936.2,191,,2013,"Financial Year (Apr - Mar), 2013"
Jammu and Kashmir,2011-12,Non Foodgrains,Cotton (Lintt),,,,2011,"Financial Year (Apr - Mar), 2011"
Arunachal Pradesh,2018-19,Foodgrains,Wheat,7.7,3.9,1970,2018,"Financial Year (Apr - Mar), 2018"
Sikkim,2019-20,Foodgrains,Pulses,5,5.2,962,2019,"Financial Year (Apr - Mar), 2019"
Arunachal Pradesh,2017-18,Fruits,Fruits,125.7,48,,2017,"Financial Year (Apr - Mar), 2017"
Chhattisgarh,2011-12,Foodgrains,Pulses,499.1,813.6,613,2011,"Financial Year (Apr - Mar), 2011"
Odisha,2016-17,Non Foodgrains,Oilseeds,121.2,177.9,681,2016,"Financial Year (Apr - Mar), 2016"
Tripura,2011-12,Non Foodgrains,Oilseeds,3.5,4.7,751,2011,"Financial Year (Apr - Mar), 2011"
Tamil Nadu,2015-16,Vegetables,Vegetables,6976.2,271.3,,2015,"Financial Year (Apr - Mar), 2015"
Karnataka,2013-14,Non Foodgrains,Sugarcane,37905,420,90250,2013,"Financial Year (Apr - Mar), 2013"
Rajasthan,2012-13,Foodgrains,Wheat,9275.5,3063.2,3028,2012,"Financial Year (Apr - Mar), 2012"
Delhi,2013-14,Foodgrains,Rice,29.6,6,4906,2013,"Financial Year (Apr - Mar), 2013"
Karnataka,2019-20,Foodgrains,Coarse Cereals,6813.6,3262.6,2088,2019,"Financial Year (Apr - Mar), 2019"
Maharashtra,2016-17,Non Foodgrains,Cotton (Lintt),10618.8,3800.4,475,2016,"Financial Year (Apr - Mar), 2016"
Tripura,2019-20,Vegetables,Vegetables,838.2,48,,2019,"Financial Year (Apr - Mar), 2019"
Andhra Pradesh,2011-12,Foodgrains,Wheat,,,,2011,"Financial Year (Apr - Mar), 2011"
Odisha,2016-17,Foodgrains,Pulses,479.1,874.7,548,2016,"Financial Year (Apr - Mar), 2016"
Mizoram,2016-17,Foodgrains,Wheat,,,2498,2016,"Financial Year (Apr - Mar), 2016"
Sikkim,2013-14,Foodgrains,Wheat,0.4,0.4,1083,2013,"Financial Year (Apr - Mar), 2013"
Assam,2014-15,Foodgrains,Wheat,28.8,23.7,1216,2014,"Financial Year (Apr - Mar), 2014"
Manipur,2011-12,Non Foodgrains,Sugarcane,333,5.8,57913,2011,"Financial Year (Apr - Mar), 2011"
Karnataka,2013-14,Vegetables,Vegetables,7500.7,418.7,,2013,"Financial Year (Apr - Mar), 2013"
Puducherry,2019-20,Non Foodgrains,Sugarcane,183.1,1.3,140000,2019,"Financial Year (Apr - Mar), 2019"
Chhattisgarh,2018-19,Foodgrains,Rice,6526.9,3606,1810,2018,"Financial Year (Apr - Mar), 2018"
Tamil Nadu,2015-16,Fruits,Fruits,6635.1,274.9,,2015,"Financial Year (Apr - Mar), 2015"
Madhya Pradesh,2017-18,Non Foodgrains,Raw Jute & Mesta,11,8,248,2017,"Financial Year (Apr - Mar), 2017"
Sikkim,2018-19,Foodgrains,Rice,17.2,9.3,1856,2018,"Financial Year (Apr - Mar), 2018"
Kerala,2011-12,Fruits,Fruits,2429.5,296.1,,2011,"Financial Year (Apr - Mar), 2011"
Sikkim,2019-20,Fruits,Fruits,55.5,19.5,,2019,"Financial Year (Apr - Mar), 2019"
Chhattisgarh,2018-19,Non Foodgrains,Oilseeds,145.9,260.3,561,2018,"Financial Year (Apr - Mar), 2018"
Karnataka,2011-12,Foodgrains,Pulses,1134.1,2303,492,2011,"Financial Year (Apr - Mar), 2011"
Jharkhand,2017-18,Foodgrains,Wheat,468.7,221,4412,2017,"Financial Year (Apr - Mar), 2017"
Rajasthan,2018-19,Non Foodgrains,Sugarcane,447.9,5.4,83448,2018,"Financial Year (Apr - Mar), 2018"
Uttarakhand,2015-16,Foodgrains,Wheat,772.4,342.1,2258,2015,"Financial Year (Apr - Mar), 2015"
Jammu and Kashmir,2019-20,Non Foodgrains,Sugarcane,0,,,2019,"Financial Year (Apr - Mar), 2019"
Puducherry,2018-19,Foodgrains,Pulses,0.7,1.2,536,2018,"Financial Year (Apr - Mar), 2018"
West Bengal,2016-17,Non Foodgrains,Sugarcane,1549.7,21,73815,2016,"Financial Year (Apr - Mar), 2016"
Haryana,2013-14,Vegetables,Vegetables,5565.9,373.2,,2013,"Financial Year (Apr - Mar), 2013"
Maharashtra,2019-20,Non Foodgrains,Raw Jute & Mesta,,,,2019,"Financial Year (Apr - Mar), 2019"
Tamil Nadu,2013-14,Non Foodgrains,Sugarcane,32454.1,313.3,103575,2013,"Financial Year (Apr - Mar), 2013"
Telangana,2017-18,Fruits,Fruits,1939.4,167.1,,2017,"Financial Year (Apr - Mar), 2017"
Rajasthan,2012-13,Foodgrains,Pulses,1956.8,3245.6,603,2012,"Financial Year (Apr - Mar), 2012"
Rajasthan,2019-20,Foodgrains,Rice,480.5,219.5,2189,2019,"Financial Year (Apr - Mar), 2019"
Haryana,2019-20,Foodgrains,Wheat,11876.4,2533.9,,2019,"Financial Year (Apr - Mar), 2019"
Gujarat,2017-18,Foodgrains,Rice,1890.9,856,2209,2017,"Financial Year (Apr - Mar), 2017"
Tamil Nadu,2012-13,Vegetables,Vegetables,7897.9,277.8,,2012,"Financial Year (Apr - Mar), 2012"
Tamil Nadu,2019-20,Non Foodgrains,Oilseeds,1075,409.3,2626,2019,"Financial Year (Apr - Mar), 2019"
Uttar Pradesh,2017-18,Non Foodgrains,Oilseeds,1145.7,1087,1054,2017,"Financial Year (Apr - Mar), 2017"
Arunachal Pradesh,2015-16,Fruits,Fruits,306.3,66.2,,2015,"Financial Year (Apr - Mar), 2015"
Tamil Nadu,2012-13,Foodgrains,Wheat,,,,2012,"Financial Year (Apr - Mar), 2012"
Jammu and Kashmir,2019-20,Foodgrains,Wheat,488.3,243.9,,2019,"Financial Year (Apr - Mar), 2019"
Nagaland,2013-14,Non Foodgrains,Cotton (Lintt),,,,2013,"Financial Year (Apr - Mar), 2013"
Arunachal Pradesh,2014-15,Non Foodgrains,Sugarcane,29.7,1.5,19520,2014,"Financial Year (Apr - Mar), 2014"
Uttarakhand,2014-15,Non Foodgrains,Oilseeds,29.6,31.6,938,2014,"Financial Year (Apr - Mar), 2014"
Chhattisgarh,2012-13,Foodgrains,Pulses,648.7,926.5,700,2012,"Financial Year (Apr - Mar), 2012"
Karnataka,2014-15,Foodgrains,Wheat,261,198,1957,2014,"Financial Year (Apr - Mar), 2014"
West Bengal,2019-20,Non Foodgrains,Sugarcane,1527.6,19.2,79657,2019,"Financial Year (Apr - Mar), 2019"
Andhra Pradesh,2013-14,Non Foodgrains,Cotton (Lintt),1411.1,676.4,355,2013,"Financial Year (Apr - Mar), 2013"
Haryana,2013-14,Non Foodgrains,Sugarcane,7499,102,73520,2013,"Financial Year (Apr - Mar), 2013"
Meghalaya,2013-14,Non Foodgrains,Cotton (Lintt),,,,2013,"Financial Year (Apr - Mar), 2013"
Gujarat,2012-13,Non Foodgrains,Sugarcane,12690,176,72102,2012,"Financial Year (Apr - Mar), 2012"
Mizoram,2019-20,Foodgrains,Rice,60,35.2,1704,2019,"Financial Year (Apr - Mar), 2019"
Chhattisgarh,2019-20,Foodgrains,Coarse Cereals,370.5,201.9,1836,2019,"Financial Year (Apr - Mar), 2019"
Odisha,2018-19,Foodgrains,Coarse Cereals,169.1,130.9,1293,2018,"Financial Year (Apr - Mar), 2018"
Goa,2011-12,Foodgrains,Coarse Cereals,0.1,0.2,933,2011,"Financial Year (Apr - Mar), 2011"
West Bengal,2016-17,Foodgrains,Wheat,862.7,321.6,2682,2016,"Financial Year (Apr - Mar), 2016"
Madhya Pradesh,2011-12,Foodgrains,Pulses,4161.9,5185.9,803,2011,"Financial Year (Apr - Mar), 2011"
Delhi,2011-12,Foodgrains,Coarse Cereals,6.7,4.7,1437,2011,"Financial Year (Apr - Mar), 2011"
West Bengal,2013-14,Foodgrains,Wheat,927.8,332.5,2791,2013,"Financial Year (Apr - Mar), 2013"
Bihar,2017-18,Non Foodgrains,Cotton (Lintt),,,,2017,"Financial Year (Apr - Mar), 2017"
Gujarat,2019-20,Vegetables,Vegetables,12684.7,632.7,,2019,"Financial Year (Apr - Mar), 2019"
Bihar,2011-12,Non Foodgrains,Sugarcane,11288.6,218.3,51714,2011,"Financial Year (Apr - Mar), 2011"
Uttar Pradesh,2017-18,Non Foodgrains,Sugarcane,177033.3,2234,79245,2017,"Financial Year (Apr - Mar), 2017"
Nagaland,2017-18,Fruits,Fruits,380.5,39.5,,2017,"Financial Year (Apr - Mar), 2017"
Kerala,2019-20,Fruits,Fruits,1730.9,310.4,,2019,"Financial Year (Apr - Mar), 2019"
Karnataka,2018-19,Foodgrains,Rice,3431,1139.1,3012,2018,"Financial Year (Apr - Mar), 2018"
Arunachal Pradesh,2019-20,Non Foodgrains,Raw Jute & Mesta,,,,2019,"Financial Year (Apr - Mar), 2019"
Haryana,2013-14,Non Foodgrains,Oilseeds,899,549.1,1637,2013,"Financial Year (Apr - Mar), 2013"
Jharkhand,2016-17,Non Foodgrains,Sugarcane,512.9,7.4,69315,2016,"Financial Year (Apr - Mar), 2016"
Bihar,2015-16,Foodgrains,Coarse Cereals,2548.6,730,3491,2015,"Financial Year (Apr - Mar), 2015"
Jharkhand,2015-16,Non Foodgrains,Sugarcane,708.9,10.2,69500,2015,"Financial Year (Apr - Mar), 2015"
Nagaland,2019-20,Foodgrains,Wheat,6.3,3.4,1935,2019,"Financial Year (Apr - Mar), 2019"
Uttarakhand,2014-15,Fruits,Fruits,786,205,,2014,"Financial Year (Apr - Mar), 2014"
Punjab,2018-19,Non Foodgrains,Sugarcane,7773.7,95,81828,2018,"Financial Year (Apr - Mar), 2018"
West Bengal,2011-12,Foodgrains,Wheat,872.9,315.7,2765,2011,"Financial Year (Apr - Mar), 2011"
Jharkhand,2013-14,Non Foodgrains,Sugarcane,462.8,6.7,69215,2013,"Financial Year (Apr - Mar), 2013"
Karnataka,2019-20,Foodgrains,Pulses,2155.9,3111.5,693,2019,"Financial Year (Apr - Mar), 2019"
Bihar,2017-18,Non Foodgrains,Oilseeds,124.3,102.9,1208,2017,"Financial Year (Apr - Mar), 2017"
Andhra Pradesh,2019-20,Non Foodgrains,Raw Jute & Mesta,21.3,2,1918,2019,"Financial Year (Apr - Mar), 2019"
Gujarat,2012-13,Foodgrains,Coarse Cereals,1999,1197,1670,2012,"Financial Year (Apr - Mar), 2012"
Tripura,2011-12,Foodgrains,Rice,718.3,266,2700,2011,"Financial Year (Apr - Mar), 2011"
Mizoram,2012-13,Non Foodgrains,Sugarcane,6.8,1.3,5144,2012,"Financial Year (Apr - Mar), 2012"
Bihar,2015-16,Foodgrains,Wheat,4736.5,2110.8,2244,2015,"Financial Year (Apr - Mar), 2015"
Haryana,2015-16,Non Foodgrains,Sugarcane,6692,93,71957,2015,"Financial Year (Apr - Mar), 2015"
Jharkhand,2014-15,Non Foodgrains,Oilseeds,177.6,267.5,664,2014,"Financial Year (Apr - Mar), 2014"
Tamil Nadu,2014-15,Non Foodgrains,Sugarcane,28092.8,263.1,106788,2014,"Financial Year (Apr - Mar), 2014"
Chhattisgarh,2014-15,Fruits,Fruits,2071.1,192.1,,2014,"Financial Year (Apr - Mar), 2014"
Uttarakhand,2013-14,Foodgrains,Wheat,842.4,347.8,2422,2013,"Financial Year (Apr - Mar), 2013"
Madhya Pradesh,2018-19,Foodgrains,Pulses,6045.4,6600,916,2018,"Financial Year (Apr - Mar), 2018"
Gujarat,2019-20,Non Foodgrains,Sugarcane,11570,160.9,71890,2019,"Financial Year (Apr - Mar), 2019"
Delhi,2012-13,Foodgrains,Coarse Cereals,4.7,3.8,1253,2012,"Financial Year (Apr - Mar), 2012"
Gujarat,2011-12,Non Foodgrains,Sugarcane,12750,202,63119,2011,"Financial Year (Apr - Mar), 2011"
Tripura,2012-13,Non Foodgrains,Sugarcane,45.4,0.9,50541,2012,"Financial Year (Apr - Mar), 2012"
Chhattisgarh,2012-13,Fruits,Fruits,1702.3,195.6,,2012,"Financial Year (Apr - Mar), 2012"
Madhya Pradesh,2016-17,Foodgrains,Pulses,6291.3,6664.2,944,2016,"Financial Year (Apr - Mar), 2016"
Jammu and Kashmir,2015-16,Foodgrains,Coarse Cereals,535.4,315.5,1697,2015,"Financial Year (Apr - Mar), 2015"
Punjab,2013-14,Foodgrains,Wheat,17620,3512,5017,2013,"Financial Year (Apr - Mar), 2013"
Telangana,2011-12,Foodgrains,Rice,5148.8,1750,2942,2011,"Financial Year (Apr - Mar), 2011"
West Bengal,2019-20,Non Foodgrains,Oilseeds,1015.7,958,1060,2019,"Financial Year (Apr - Mar), 2019"
Mizoram,2013-14,Fruits,Fruits,343.9,57.6,,2013,"Financial Year (Apr - Mar), 2013"
Himachal Pradesh,2018-19,Vegetables,Vegetables,1755.4,87.3,,2018,"Financial Year (Apr - Mar), 2018"
Odisha,2013-14,Non Foodgrains,Sugarcane,936.5,14.2,65905,2013,"Financial Year (Apr - Mar), 2013"
Uttarakhand,2015-16,Fruits,Fruits,659.1,175.3,,2015,"Financial Year (Apr - Mar), 2015"
Kerala,2012-13,Non Foodgrains,Cotton (Lintt),,,,2012,"Financial Year (Apr - Mar), 2012"
Jharkhand,2018-19,Non Foodgrains,Raw Jute & Mesta,,,,2018,"Financial Year (Apr - Mar), 2018"
Mizoram,2019-20,Foodgrains,Coarse Cereals,11,6.4,1727,2019,"Financial Year (Apr - Mar), 2019"
Andhra Pradesh,2011-12,Vegetables,Vegetables,12025.3,661,,2011,"Financial Year (Apr - Mar), 2011"
Sikkim,2012-13,Foodgrains,Pulses,5.8,6.4,915,2012,"Financial Year (Apr - Mar), 2012"
Odisha,2017-18,Non Foodgrains,Cotton (Lintt),408,145,478,2017,"Financial Year (Apr - Mar), 2017"
Madhya Pradesh,2012-13,Non Foodgrains,Raw Jute & Mesta,1.8,2.9,112,2012,"Financial Year (Apr - Mar), 2012"
Sikkim,2015-16,Foodgrains,Coarse Cereals,75.3,45.8,1642,2015,"Financial Year (Apr - Mar), 2015"
Mizoram,2013-14,Foodgrains,Wheat,,,2498,2013,"Financial Year (Apr - Mar), 2013"
Himachal Pradesh,2011-12,Vegetables,Vegetables,1581.5,85.7,,2011,"Financial Year (Apr - Mar), 2011"
Tamil Nadu,2019-20,Foodgrains,Pulses,605.4,823.6,735,2019,"Financial Year (Apr - Mar), 2019"
Bihar,2016-17,Fruits,Fruits,4234.6,307.8,,2016,"Financial Year (Apr - Mar), 2016"
Delhi,2015-16,Non Foodgrains,Oilseeds,4.6,3.7,1260,2015,"Financial Year (Apr - Mar), 2015"
Kerala,2013-14,Non Foodgrains,Sugarcane,221.5,2.2,100235,2013,"Financial Year (Apr - Mar), 2013"
Meghalaya,2017-18,Foodgrains,Rice,304.6,111.1,2740,2017,"Financial Year (Apr - Mar), 2017"
Karnataka,2013-14,Non Foodgrains,Oilseeds,1162,1410,824,2013,"Financial Year (Apr - Mar), 2013"
Assam,2017-18,Foodgrains,Wheat,24.7,17.8,1386,2017,"Financial Year (Apr - Mar), 2017"
Madhya Pradesh,2013-14,Foodgrains,Pulses,4644.3,5394.1,861,2013,"Financial Year (Apr - Mar), 2013"
Tripura,2013-14,Foodgrains,Wheat,0.3,0.2,2000,2013,"Financial Year (Apr - Mar), 2013"
Rajasthan,2018-19,Foodgrains,Coarse Cereals,6993.3,5825.8,1200,2018,"Financial Year (Apr - Mar), 2018"
Nagaland,2012-13,Foodgrains,Coarse Cereals,145.9,78.9,1849,2012,"Financial Year (Apr - Mar), 2012"
Tamil Nadu,2014-15,Non Foodgrains,Raw Jute & Mesta,,,,2014,"Financial Year (Apr - Mar), 2014"
Andhra Pradesh,2015-16,Non Foodgrains,Sugarcane,9353,122,76664,2015,"Financial Year (Apr - Mar), 2015"
Odisha,2013-14,Non Foodgrains,Cotton (Lintt),299,124,410,2013,"Financial Year (Apr - Mar), 2013"
West Bengal,2017-18,Non Foodgrains,Cotton (Lintt),,,,2017,"Financial Year (Apr - Mar), 2017"
Mizoram,2014-15,Non Foodgrains,Oilseeds,2.4,2.1,1117,2014,"Financial Year (Apr - Mar), 2014"
